excerpt,type,personality,category,atomicnumber,symbol,elementname,period,group,groupname,color
"Awkward silences often make the ENFP feel very uncomfortable. Sometimes dead silence can speak volumes, and they might worry that this means something is wrong. If they arenât able to fill the silence, the other people might believe that the ENFP dislikes them. Feeling like someone may misconstrue their actions makes the ENFP very uncomfortable. They may also be concerned that the other people dislike them for some reason if they are refusing to talk openly to the ENFP. Sometimes it is challenging to read other people and it can make the ENFP uneasy. They want to be able to understand and connect with people, it is very important to them. They also want to be able to keep up a witty banter with others, and feeling unable to is frustrating.",ENFP,The Campaigner,Diplomats,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"Having to hold up with social norms in public, can make the INTJ feel uncomfortable. They often become drained by being thrown into a situation where they have to maintain conversations with people that donât surround the serious topics that matter to them. Simple social rituals arenât the INTJs favorite thing and can make them feel uncomfortable. Being forced into a situation where it is frowned upon if they cannot follow the social guidelines is something that the INTJ definitely is not proficient in and can make them want to step away from the situations desperately.",INTJ,The Architect,Analysts,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"Being forced to withstand other peopleâs emotional breakdowns, is something that will make an ENTJ feel extremely uncomfortable. When they have to deal with others feelings the ENTJ often does not know how to respond. They often do not read people well when they are upset, and donât know how to console them which makes them feel awkward. It is not that they do not care about others, they just donât have a strong understanding of feelings and are often unsure of how to deal with them.",ENTJ,The Commander,Analysts,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"Being unable to logically explain something very often makes the INTP feel uncomfortable. They want to be able to apply a logical explanation to almost anything, which makes being unable to do so very difficult. Having to express their own emotions is often tied to this, since emotions cannot be applied logically (even though they try desperately to do so). They can feel uneasy when they are experiencing powerful emotions, and often do not know how to express them properly when others want them to. Being forced to openly discuss how they are feeling is a sure way to make an INTP feel uncomfortable. Receiving compliments can also make an INTP feel shy or awkward.",INTP,The Logician,Analysts,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"When someone else is coming on way too strong (especially romantically) the ENTP will often feel uncomfortable. They definitely arenât displeased if someone initiates, but really dislike if the person is pushing too hard. They dislike feeling overwhelmed by someone trying to force a situation upon them. They donât like to be told what to do, and need some space to figure out what they actually want out of the situation before being forced to make a decision. They also feel uncomfortable with excessive displays of public affection. They dislike the awkward feeling of expressing emotions in front of others, making this one of the only situations where you might just witness a blushing ENTP.",ENTP,The Debater,Analysts,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"They dislike being thrown into brand new situations and this often makes them feel very uncomfortable. They want to be capable of handling anything that comes at them, and want to be able to perform their duties successfully. If the ISTJ is tossed into a situation where they have to quickly break their scheduled plans or learn something new, they may feel uncomfortable. They enjoy having time to become proficient in something, and while the ISTJ are often very skilled learners, they are not comfortable with things that are completely new to them.",ISTJ,The Logistician,Sentinels,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"ESTJs can often become uncomfortable when other people are expressing too much obvious emotion. They do care about people but struggle with responding to them when they are sad. Their instincts are to force a logical explanation out of the upset person, in hopes of fixing the problem immediately. If someone outwardly explains what is bothering them, the ESTJ feels like they can apply practical means to making the situations better. If someone is just expressing hurt or sadness, the ESTJ often does not know how to respond and can become impatient.",ESTJ,The Executive,Sentinels,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"When people refuse to stop fighting, the ISFJ often feel extremely uncomfortable. They truly despise discord and want to do what they can to calm the situation. When people fight the ISFJ becomes extremely unhappy and often feels responsible to make things better. They want the people they care about to get along and strive to create harmony in their environment. When discord arises the ISFJ will attempt any means possible to making things better and more at ease.",ISFJ,The Defender,Sentinels,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"ESFJs often feel uncomfortable when they are forced to perform in front of people on the spot. They enjoy making others happy, but if someone they care about or like demands that they do something, it makes them feel uneasy. They dislike letting others down and put a lot of pressure on themselves to make others happy. If they are tossed into a situation where they feel like they might disappoint someone, it makes them unbelievably uncomfortable and nervous. Being in a situation where they have disappointed their loved ones in any way, will make the ESFJ extremely uneasy.",ESFJ,The Consul,Sentinels,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"Intensely uptight people trying to make conversation with them, can make the ISTP uncomfortable. When people aggressively come onto them it makes for a very awkward situation. They also feel very awkward if they are forced to endure being around dishonest people. They dislike being alone with someone that they do not trust. Also being forced to express emotion, can make the ISTP feel extremely uneasy.",ISTP,The Virtuoso,Explorers,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"ESTPs feel uncomfortable with too much openly expressed emotions. They donât mind if someone else is upset and are decent at consoling them, but become quickly drained when this continues for too long. They feel uneasy when situations are forced upon them, and want to be able to make their own decisions. ESTPs also feel uncomfortable in situations where they are forced to perform a task that they struggle with. They want to be seen as capable and rarely struggle with accomplishing tasks, so being unable to makes them frustrated.",ESTP,The Entrepreneur,Explorers,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"Feeling like they are surrounded by people who do not understand them, makes the ISFP feel uncomfortable. They are often very private people and do not want to be forced to share themselves with people who do not appreciate who they are. If they are made to open up to people they do not trust, the ISFP will feel extremely uneasy. ISFPs enjoy affection, but dislike being tossed into a situation where they are forced to be the center of attention.",ISFP,The Adventurer,Explorers,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"When other people expression intense amounts of anger, ESFPs often feel uncomfortable. They want to keep their surroundings upbeat and fun, and people who prevent this make them unhappy. If they are forced to constantly endure someoneâs angry or controlling behavior, the ESFP will feel extremely uncomfortable in that environment.",ESFP,The Entertainer,Explorers,46,Un,Feeling\nUncomfortable,7,I,When...,#f0efeb
"""I ate the largest slice of pizza to establish dominance.""",ENTJ,The Commander,Analysts,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""[in a chemistry class] Is electroplating a sport?""",INTP,The Logician,Analysts,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""If you think I talk too much, just tell me, we can talk about it sometime.""",ENTP,The Debater,Analysts,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""I think emotions are mental garbage, *looks at a picture of a cat*, awwwww.""",INTJ,The Architect,Analysts,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""I shit rainbows for fun.""",ENFP,The Campaigner,Diplomats,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""I think you hurt that treeâs feelings.""",INFP,The Mediator,Diplomats,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""[someone drops a bowl, far away from INFJ] Omg!!!! that was my fault, Iâm sooo sorry.""",INFJ,The Advocate,Diplomats,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""I know you better than you know yourself.""",ENFJ,The Protagonist,Diplomats,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""I bought you an iPhone cuz I heard you werenât feeling well.""",ESFJ,The Consul,Sentinels,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""What do you mean itâs disrespectful? Its hilarious.""",ESFP,The Entertainer,Explorers,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""[being asked if theyâre a drug addict] Shit fam, that depends, is adrenaline a drug?""",ESTP,The Entrepreneur,Explorers,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""Talk is cheap, SHOW ME THE MONEY!!!!""",ESTJ,The Executive,Sentinels,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""This is a clear violation ofâ¦*mentions the rule down to the page number*.""",ISTJ,The Logistician,Sentinels,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""Donât need a parachute, safety is for wimps.""",ISTP,The Virtuoso,Explorers,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""My spirit animal is a guava.""",ISFP,The Adventurer,Explorers,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
"""I baked you some cookies for the journey (I was just going to get groceries)""",ISFJ,The Defender,Sentinels,47,Sa,Most Likely\nTo Say,3,J,MBTI starter pack,#d6e2e9
Handle With Care.,INFP,The Mediator,Diplomats,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
May Contain Nuts.,INTP,The Logician,Analysts,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Caution: Radioactive.,ENFP,The Campaigner,Diplomats,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Some Assembly Required.,ENTP,The Debater,Analysts,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Side Effects Include Death..,INTJ,The Architect,Analysts,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Artificially Flavored.,ENFJ,The Protagonist,Diplomats,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Beware of Dog.,ENTJ,The Commander,Analysts,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Part of a Nutritious Breakfast.,ISFJ,The Defender,Sentinels,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
This Side Up.,ISTJ,The Logistician,Sentinels,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
No Returns Accepted.,ESFJ,The Consul,Sentinels,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Made From Concentrate..,ISTP,The Virtuoso,Explorers,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
100% Juice.,ESFP,The Entertainer,Explorers,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Don't Try This at home.,ESTP,The Entrepreneur,Explorers,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Ages 80 and up.,INFJ,The Advocate,Diplomats,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Good source of protein.,ESTJ,The Executive,Sentinels,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
Dry Clean Only.,ISFP,The Adventurer,Explorers,48,Wa,Warning Labels,4,J,MBTI starter pack,#d6e2e9
"""Chillax bruh....""",ENFP,The Campaigner,Diplomats,49,Mo,Personal Motto\nCatchphrase,5,J,MBTI starter pack,#d6e2e9
"""Why can't everyone just get along???""",INFP,The Mediator,Diplomats,49,Mo,Personal Motto\nCatchphrase,5,J,MBTI starter pack,#d6e2e9
"""I don't even care at this point.""",ENFJ,The Protagonist,Diplomats,49,Mo,Personal Motto\nCatchphrase,5,J,MBTI starter pack,#d6e2e9
"""....It's fine.""",INFJ,The Advocate,Diplomats,49,Mo,Personal Motto\nCatchphrase,5,J,MBTI starter pack,#d6e2e9
"""FIGHT ME.""",ENTP,The Debater,Analysts,49,Mo,Personal Motto\nCatchphrase,5,J,MBTI starter pack,#d6e2e9
